City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
378,Beloha,MG,2021-01-14 12:32:56,-25.1667,45.05,89.37,51,27,18.63
379,Bilibino,RU,2021-01-14 12:34:05,68.0546,166.4372,-22.04,84,100,0.76
380,Barcelos,PT,2021-01-14 12:37:26,41.5388,-8.6151,48.2,71,0,8.05
381,Kosh-Agach,RU,2021-01-14 12:37:27,50.0,88.6667,-16.89,83,97,0.98
382,Verkhoyansk,RU,2021-01-14 12:37:27,67.5447,133.385,-44.7,65,52,2.06
383,Itoman,JP,2021-01-14 12:37:27,26.1247,127.6694,62.6,67,20,8.05
384,Katsuura,JP,2021-01-14 12:32:22,35.1333,140.3,51.8,46,0,13.8
385,Besancon,FR,2021-01-14 12:37:28,47.2488,6.0182,43.0,100,100,1.01
386,Lugovoy,KZ,2021-01-14 12:37:28,42.9472,72.7644,21.76,94,58,5.97
387,Cidreira,BR,2021-01-14 12:28:27,-30.1811,-50.2056,73.24,65,69,15.12
388,Zyryanskoye,RU,2021-01-14 12:37:29,56.8306,86.6258,-6.72,90,100,17.22
389,Salinopolis,BR,2021-01-14 12:37:30,-0.6136,-47.3561,84.42,68,35,13.62
390,Yabelo,ET,2021-01-14 12:32:19,4.8833,38.0833,79.27,22,0,6.62
391,Nankana Sahib,PK,2021-01-14 12:37:30,31.4475,73.6972,53.6,82,40,4.61
392,Mango,US,2021-01-14 12:37:30,27.9797,-82.3065,52.0,93,90,1.16
393,Iracoubo,GF,2021-01-14 12:37:30,5.4802,-53.2011,78.46,86,32,12.91
394,Amapa,BR,2021-01-14 12:34:15,1.0,-52.0,81.54,69,69,4.74
395,Xining,CN,2021-01-14 12:37:31,36.6167,101.7667,28.6,62,0,3.24
396,Les Cayes,HT,2021-01-14 12:37:31,18.2,-73.75,76.98,76,36,4.59
397,Prokhorovka,RU,2021-01-14 12:36:25,51.0374,36.7325,19.4,86,90,4.47
398,Soyo,AO,2021-01-14 12:33:00,-6.1349,12.3689,87.8,62,20,8.05
399,Vardo,NO,2021-01-14 12:31:55,70.3705,31.1107,28.4,80,20,12.19
400,Lokosovo,RU,2021-01-14 12:37:32,61.1333,74.8167,-8.59,87,4,12.44
401,Puerto Quijarro,BO,2021-01-14 12:37:32,-17.7833,-57.7667,79.07,83,100,0.34
402,Matay,EG,2021-01-14 12:37:32,28.419,30.7792,66.15,31,0,17.02
403,Porto Da Folha,BR,2021-01-14 12:37:33,-9.9172,-37.2783,90.45,38,98,7.96
404,Roma,US,2021-01-14 12:36:04,43.2128,-75.4557,35.6,69,90,5.75
405,Ust-Nera,RU,2021-01-14 12:37:33,64.5667,143.2,-26.45,76,100,2.35
406,Havre-Saint-Pierre,CA,2021-01-14 12:34:02,50.2334,-63.5986,19.4,93,75,6.91
407,Gizo,SB,2021-01-14 12:37:33,-8.103,156.8419,83.52,72,100,12.95
408,Filadelfia,US,2021-01-14 12:34:28,39.9523,-75.1638,36.0,86,90,3.44
409,Winnemucca,US,2021-01-14 12:35:51,40.973,-117.7357,35.01,87,33,3.31
410,Ramhormoz,IR,2021-01-14 12:37:34,31.28,49.6035,71.6,37,75,6.91
411,Kedougou,SN,2021-01-14 12:37:35,12.5579,-12.1743,91.4,16,0,6.91
412,Shubarkuduk,KZ,2021-01-14 12:37:35,49.1447,56.4872,15.58,89,100,27.04
413,Pacifica,US,2021-01-14 12:37:30,37.6138,-122.4869,55.99,87,20,3.44
414,Olafsvik,IS,2021-01-14 12:37:35,64.8945,-23.7142,40.05,82,99,23.82
415,Aloleng,PH,2021-01-14 12:33:48,16.1307,119.7824,78.06,81,100,10.89
416,Marathon,US,2021-01-14 12:37:36,44.9,-89.7668,26.01,86,1,6.91
417,Pitimbu,BR,2021-01-14 12:37:36,-7.4706,-34.8086,84.2,65,75,9.22
418,Eratira,GR,2021-01-14 12:37:36,40.35,21.5167,37.4,48,75,6.91
419,Cockburn Town,TC,2021-01-14 12:34:20,21.4612,-71.1419,77.88,78,99,14.7
420,Damaturu,NG,2021-01-14 12:37:37,11.747,11.9608,90.23,11,59,9.48
421,Ahipara,NZ,2021-01-14 12:30:46,-35.1667,173.1667,62.29,90,2,6.78
422,Muros,ES,2021-01-14 12:33:49,42.7762,-9.0603,51.01,78,100,1.99
423,Qujing,CN,2021-01-14 12:37:37,25.4833,103.7833,48.99,59,0,5.68
424,Marsala,IT,2021-01-14 12:37:38,37.7966,12.4352,59.0,77,75,23.02
425,Diamantino,BR,2021-01-14 12:37:38,-14.4086,-56.4461,80.46,80,99,5.28
426,Petropavlovsk-Kamchatskiy,RU,2021-01-14 12:32:04,53.0452,158.6483,-2.2,65,100,8.95
427,Rockhampton,AU,2021-01-14 12:37:39,-23.3833,150.5,75.2,73,0,5.75
428,Nakatunguru,TZ,2021-01-14 12:37:39,-2.1167,33.0667,77.0,69,20,11.5
429,Darab,IR,2021-01-14 12:37:40,28.7519,54.5444,63.36,26,0,3.09
430,Kiunga,PG,2021-01-14 12:33:55,-6.1219,141.2906,75.67,97,100,2.3
431,Mandurah,AU,2021-01-14 12:37:40,-32.55,115.7,82.99,29,0,5.01
432,Illapel,CL,2021-01-14 12:37:41,-31.6308,-71.1653,73.58,33,0,5.7
433,San Ramon,US,2021-01-14 12:37:41,37.7799,-121.978,54.0,93,1,3.42
434,Dauphin,CA,2021-01-14 12:37:41,51.1494,-100.0502,28.74,95,100,14.54
435,Kilindoni,TZ,2021-01-14 12:37:42,-7.9139,39.6668,81.57,78,29,14.88
436,Port Keats,AU,2021-01-14 12:37:42,-14.25,129.55,83.43,80,100,8.43
437,Gubkinskiy,RU,2021-01-14 12:37:42,64.434,76.5026,-5.28,88,91,13.0
438,Beirut,LB,2021-01-14 12:35:23,33.8889,35.4944,60.8,77,75,13.8
439,Tazovskiy,RU,2021-01-14 12:37:43,67.4667,78.7,-21.01,83,100,6.35
440,San Rafael,AR,2021-01-14 12:33:23,-34.6177,-68.3301,77.67,51,0,13.22
441,Lensk,RU,2021-01-14 12:37:43,60.7253,114.9278,-6.16,87,100,11.05
442,Gigmoto,PH,2021-01-14 12:32:21,13.7796,124.39,78.58,87,78,13.29
443,Singaparna,ID,2021-01-14 12:33:38,-7.3515,108.111,72.86,87,100,1.28
444,Miyoshi,JP,2021-01-14 12:34:17,35.0833,137.0667,50.0,66,20,17.27
445,Asosa,ET,2021-01-14 12:37:44,10.0667,34.5333,85.42,16,1,7.34
446,Jember,ID,2021-01-14 12:37:44,-8.166,113.7032,75.9,87,88,1.25
447,Solwezi,ZM,2021-01-14 12:37:44,-12.1688,26.3894,72.12,79,99,5.86
448,Erdenet,MN,2021-01-14 12:32:51,49.0333,104.0833,-10.07,84,74,2.8
449,Batagay,RU,2021-01-14 12:37:45,67.6333,134.6333,-45.17,70,64,1.28
450,Canto Do Buriti,BR,2021-01-14 12:37:45,-8.11,-42.9444,79.11,82,54,6.87
451,Santander,ES,2021-01-14 12:37:45,43.4647,-3.8044,51.8,62,75,10.36
452,Abu Samrah,SY,2021-01-14 12:37:46,35.3029,37.1841,53.73,71,100,19.86
453,Varzea Da Palma,BR,2021-01-14 12:37:46,-17.5981,-44.7308,78.42,76,100,3.76
454,San Quintin,MX,2021-01-14 12:32:01,30.4833,-115.95,56.39,51,0,1.25
455,Anadyr,RU,2021-01-14 12:37:46,64.75,177.4833,-14.01,76,75,6.71
456,Bitung,ID,2021-01-14 12:37:46,1.4451,125.1824,78.8,94,40,3.44
457,Zemio,CF,2021-01-14 12:37:47,5.0314,25.1361,100.87,13,46,4.18
458,Cabedelo,BR,2021-01-14 12:37:48,-6.9811,-34.8339,84.2,65,75,9.22
459,Vostok,RU,2021-01-14 12:34:13,46.4856,135.8833,-8.48,91,100,4.45
460,Concepcion,CL,2021-01-14 12:37:48,-36.827,-73.0498,55.4,76,0,8.05
461,Nemuro,JP,2021-01-14 12:32:54,43.3236,145.575,25.7,91,99,27.2
462,Rorvik,NO,2021-01-14 12:37:49,64.8621,11.2373,15.8,92,0,1.14
463,Sagaing,MM,2021-01-14 12:37:49,21.8787,95.9797,77.0,61,20,4.61
464,Vanimo,PG,2021-01-14 12:33:35,-2.6741,141.3028,79.84,82,100,6.62
465,Dalby,AU,2021-01-14 12:37:50,-27.1833,151.2667,77.0,56,0,1.01
466,Capoterra,IT,2021-01-14 12:37:50,39.1763,8.9718,57.99,72,75,17.27
467,Osoyoos,CA,2021-01-14 12:34:12,49.0331,-119.4524,24.8,86,0,2.35
468,Kalmunai,LK,2021-01-14 12:37:51,7.4167,81.8167,79.34,84,8,4.88
469,Acajutla,SV,2021-01-14 12:37:51,13.5928,-89.8275,76.6,65,0,6.6
470,Bathsheba,BB,2021-01-14 12:32:08,13.2167,-59.5167,80.6,69,40,16.11
471,Husavik,IS,2021-01-14 12:34:42,66.0449,-17.3389,35.6,75,0,4.61
472,Honningsvag,NO,2021-01-14 12:37:51,70.9821,25.9704,33.8,93,75,6.91
473,Ponta Delgada,PT,2021-01-14 12:33:43,37.7333,-25.6667,64.99,88,40,11.5
474,Tavda,RU,2021-01-14 12:37:52,58.0425,65.2726,-13.07,88,0,5.68
475,Hay River,CA,2021-01-14 12:37:52,60.8156,-115.7999,14.0,79,99,8.05
476,Moose Factory,CA,2021-01-14 12:37:52,51.2585,-80.6094,23.0,93,90,3.44
477,Lavrentiya,RU,2021-01-14 12:30:57,65.5833,-171.0,-0.08,90,83,3.8
478,Klaksvik,FO,2021-01-14 12:32:38,62.2266,-6.589,41.0,93,40,9.22
479,Katiola,CI,2021-01-14 12:37:53,8.1333,-5.1,86.0,54,75,4.61
480,Peleduy,RU,2021-01-14 12:37:53,59.6289,112.7406,-4.41,88,100,13.91
481,Kautokeino,NO,2021-01-14 12:37:54,69.0125,23.0412,13.69,88,100,3.96
482,Limoux,FR,2021-01-14 12:37:54,42.9167,2.1667,52.0,66,90,18.41
483,Miura,JP,2021-01-14 12:37:54,35.14,139.6192,48.99,46,0,3.0
484,Avera,US,2021-01-14 12:37:54,33.194,-82.5271,34.0,100,1,8.3
485,Camopi,GF,2021-01-14 12:37:54,3.1655,-52.3158,76.71,91,90,2.91
486,Maraba,BR,2021-01-14 12:34:17,-5.3686,-49.1178,80.6,83,75,3.44
487,Tandil,AR,2021-01-14 12:33:53,-37.3217,-59.1332,71.01,62,0,8.99
488,Khislavichi,RU,2021-01-14 12:37:55,54.1871,32.1582,7.97,95,100,6.93
489,Zapolyarnyy,RU,2021-01-14 12:37:55,69.4154,30.8136,5.0,78,40,8.05
490,Tagusao,PH,2021-01-14 12:37:55,9.1924,117.8141,79.92,83,70,6.78
491,Kindu,CD,2021-01-14 12:37:56,-2.95,25.95,71.55,96,100,1.54
492,Parabel,RU,2021-01-14 12:37:56,58.6978,81.4825,-8.7,90,92,10.69
493,Tiarei,PF,2021-01-14 12:37:56,-17.5333,-149.3333,77.0,78,20,2.3
494,La Reforma,MX,2021-01-14 12:37:57,25.0833,-108.05,48.99,84,0,1.99
495,Richards Bay,ZA,2021-01-14 12:28:20,-28.783,32.0377,87.69,55,48,14.56
496,Hit,IQ,2021-01-14 12:37:57,33.6416,42.8251,62.47,40,35,1.12
497,Amparafaravola,MG,2021-01-14 12:37:58,-17.5833,48.2167,86.47,50,67,1.81
498,Siocon,PH,2021-01-14 12:37:58,7.7061,122.1353,79.05,85,100,7.67
499,Vitoria,BR,2021-01-14 12:33:58,-20.3194,-40.3378,84.99,69,75,9.22
500,Uige,AO,2021-01-14 12:37:59,-7.6087,15.0613,78.8,61,75,11.5
501,Suhbaatar,MN,2021-01-14 12:37:59,50.2314,106.2078,-10.07,84,99,4.23
502,Padang,ID,2021-01-14 12:28:43,-0.9492,100.3543,81.28,68,88,2.86
503,Raudeberg,NO,2021-01-14 12:37:59,61.9875,5.1352,28.99,69,0,8.05
504,Santa Rosa,PH,2021-01-14 12:32:25,14.3122,121.1114,80.6,78,40,5.75
505,Balikpapan,ID,2021-01-14 12:38:00,-1.2675,116.8289,82.4,74,40,8.05
506,Robertson,US,2021-01-14 12:38:00,36.5167,-86.8667,35.6,87,1,10.36
507,Agirish,RU,2021-01-14 12:38:00,61.9247,63.0231,-8.1,88,3,7.14
508,Chegutu,ZW,2021-01-14 12:38:01,-18.1302,30.1407,75.47,82,99,5.75
509,Afzalpur,IN,2021-01-14 12:38:01,17.2,76.35,83.14,28,0,7.07
510,Poquoson,US,2021-01-14 12:37:41,37.1224,-76.3458,39.99,100,75,3.44
511,Zhengjiatun,CN,2021-01-14 12:38:02,43.5064,123.5064,9.34,95,100,10.54
512,Gogrial,SS,2021-01-14 12:38:02,8.5332,28.1004,99.91,9,34,5.53
513,Antsohihy,MG,2021-01-14 12:38:02,-14.8796,47.9875,86.61,72,98,6.69
514,Axim,GH,2021-01-14 12:33:28,4.8699,-2.2405,84.25,69,70,7.31
515,Cairns,AU,2021-01-14 12:33:25,-16.9167,145.7667,78.01,88,75,2.3
516,Caravelas,BR,2021-01-14 12:38:03,-17.7125,-39.2481,84.47,57,66,5.97
517,Nuuk,GL,2021-01-14 12:32:10,64.1835,-51.7216,23.0,93,75,3.44
518,Sioux City,US,2021-01-14 12:38:03,42.5,-96.4003,37.4,87,90,29.93
519,Ranong,TH,2021-01-14 12:38:04,9.9658,98.6348,78.8,69,20,3.44
520,Nishihara,JP,2021-01-14 12:32:43,26.1842,127.7558,62.6,59,75,6.91
521,Weinan,CN,2021-01-14 12:38:04,34.5036,109.5089,41.0,38,6,8.95
522,Wakefield,GB,2021-01-14 12:38:04,53.6809,-1.499,34.0,98,100,8.46
523,Saint-Leu,RE,2021-01-14 12:38:04,-21.15,55.2833,86.0,70,75,12.66
524,Khrebtovaya,RU,2021-01-14 12:38:05,56.7032,104.2494,-3.48,92,100,13.58
525,Tamandare,BR,2021-01-14 12:34:07,-8.7597,-35.1047,83.73,63,75,10.78
526,Ghauspur,PK,2021-01-14 12:38:05,28.1391,69.0831,68.0,56,40,2.3
527,Tezu,IN,2021-01-14 12:38:05,27.9167,96.1667,62.13,57,0,3.71
528,Bambanglipuro,ID,2021-01-14 12:31:55,-7.95,110.2833,74.89,83,100,5.91
529,Ixtapa,MX,2021-01-14 12:38:06,20.7,-105.2,59.0,94,1,2.59
530,Nara,JP,2021-01-14 12:38:06,34.6851,135.8049,46.4,76,20,5.75
531,Sawakin,SD,2021-01-14 12:38:06,19.1059,37.3321,81.61,62,8,11.3
532,Teguldet,RU,2021-01-14 12:38:06,57.3064,88.1667,-5.08,90,100,15.52
533,Derzhavinsk,KZ,2021-01-14 12:32:29,51.1,66.3167,-8.9,87,0,12.57
534,Saldanha,ZA,2021-01-14 12:32:27,-33.0117,17.9442,86.0,59,0,11.5
535,Mayo,US,2021-01-14 12:32:41,38.8876,-76.5119,33.8,100,40,5.75
536,Sorong,ID,2021-01-14 12:33:52,-0.8833,131.25,82.78,79,100,4.83
537,Plettenberg Bay,ZA,2021-01-14 12:37:09,-34.0527,23.3716,76.71,75,13,14.56
538,Inongo,CD,2021-01-14 12:38:08,-1.95,18.2667,81.05,71,100,0.76
539,Hue,VN,2021-01-14 12:38:08,16.4667,107.6,66.2,88,40,1.14
540,Magadan,RU,2021-01-14 12:38:08,59.5667,150.8,-15.29,77,0,8.03
541,Desaguadero,PE,2021-01-14 12:38:09,-16.5656,-69.0417,49.66,67,66,7.67
542,Divo,CI,2021-01-14 12:38:09,5.8397,-5.36,95.4,41,92,0.89
543,Marawi,PH,2021-01-14 12:38:09,7.9986,124.2928,77.0,93,100,1.99
544,Sovetskiy,RU,2021-01-14 12:38:09,61.3614,63.5842,-11.42,90,0,6.2
545,San Luis,AR,2021-01-14 12:38:10,-33.295,-66.3356,79.45,45,0,15.46
546,Fare,PF,2021-01-14 12:30:39,-16.7,-151.0167,80.56,76,16,14.61
547,Touho,NC,2021-01-14 12:38:10,-20.7833,165.2333,76.57,93,100,8.93
548,Los Alamos,US,2021-01-14 12:38:11,35.8881,-106.307,30.2,59,1,3.44
549,Mount Isa,AU,2021-01-14 12:31:32,-20.7333,139.5,84.2,34,100,4.61
550,Banihal,IN,2021-01-14 12:38:11,33.4167,75.2,33.49,74,100,6.49
551,Looc,PH,2021-01-14 12:38:11,12.2605,121.9926,78.44,84,30,13.33
552,Datong,CN,2021-01-14 12:38:12,40.0936,113.2914,26.8,68,1,10.54
553,Zlobin,HR,2021-01-14 12:38:12,45.2924,14.6541,51.01,43,40,9.22
554,Zhangjiakou,CN,2021-01-14 12:38:12,40.81,114.8794,21.31,85,0,5.06
555,Kandiaro,PK,2021-01-14 12:38:12,27.0601,68.2091,71.49,16,61,7.52
556,Garden City,US,2021-01-14 12:38:12,42.3256,-83.331,37.4,80,90,4.23
557,Atar,MR,2021-01-14 12:32:59,20.5169,-13.0499,75.2,11,7,11.5
558,Sheridan,US,2021-01-14 12:33:39,44.8333,-106.9173,35.6,38,75,23.02
559,Carutapera,BR,2021-01-14 12:34:07,-1.195,-46.02,85.62,62,29,12.03
560,Acatlan,MX,2021-01-14 12:38:13,20.15,-98.45,48.69,80,91,4.14
561,Rostovka,RU,2021-01-14 12:38:14,55.3842,71.8891,-16.73,85,0,4.61
562,Marshfield,US,2021-01-14 12:38:14,44.6689,-90.1718,26.6,93,1,8.05
563,Moerai,PF,2021-01-14 12:38:14,-22.4333,-151.3333,78.42,79,0,14.41
564,Botngard,NO,2021-01-14 12:38:14,63.7653,9.8111,23.0,86,40,13.8
565,Salalah,OM,2021-01-14 12:33:07,17.0151,54.0924,87.8,12,0,12.66
566,Kutum,SD,2021-01-14 12:38:15,14.2,24.6667,79.63,15,0,10.65
567,Abrau-Dyurso,RU,2021-01-14 12:38:15,44.69,37.59,41.0,60,0,11.18
568,Muroto,JP,2021-01-14 12:35:12,33.2833,134.15,48.2,61,40,6.91
569,Madison,US,2021-01-14 12:34:12,34.7334,-86.5667,32.0,100,1,3.44
